Review_ID,App_Name,User_Age,Review_Date,Rating,Review_Text,Likes,Device_Type,Version_Used,Country,Purchase_Amount,Category
461,Headspace,44,2023-08-28,2,Could be better. Some sessions don't work.,33,iPhone 14,3.282.20,Australia,0.0,Health
462,Candy Crush Saga,57,2023-01-17,2,Too many ads interrupting the game.,21,iPhone 11,8.265.0,Mexico,12.59,Games
463,TikTok,42,2023-05-07,3,"Decent, but needs more content.",33,iPhone 13,3.256.14,US,5.4,Entertainment
464,Clash of Clans,42,2024-09-30,1,Not worth the download. Keeps crashing.,5,iPhone SE,1.107.10,US,0.0,Games
465,Headspace,39,2022-10-15,4,Very helpful for meditation and mental health.,90,iPhone X,7.258.10,India,0.0,Health
466,Instagram,19,2024-02-24,5,Amazing app! Helps me stay connected with friends and family.,74,iPhone 13,3.262.14,Australia,0.0,Social
467,TikTok,34,2023-02-20,3,"Decent, but needs more content.",55,iPhone 11,4.295.15,Mexico,4.74,Entertainment
468,Candy Crush Saga,35,2024-05-29,4,Super fun and addictive! Can't stop playing.,75,iPhone SE,10.176.15,Canada,0.0,Games
469,WhatsApp,41,2023-04-20,3,"Great app, but sometimes it lags.",68,iPhone SE,7.102.17,US,5.86,Social
470,WhatsApp,27,2023-10-13,1,"Good app, but too many ads.",49,iPhone X,1.144.14,France,10.5,Social
471,Headspace,50,2023-08-23,5,Very helpful for meditation and mental health.,72,iPhone 14,5.21.10,UK,8.83,Health
472,TikTok,39,2023-03-22,2,"Good app, but the ads are annoying.",51,iPhone SE,6.168.3,Mexico,4.09,Entertainment
473,Headspace,49,2023-05-03,2,Not helpful at all. Content is repetitive.,8,iPhone 14,4.185.0,Mexico,0.0,Health
474,Candy Crush Saga,56,2023-05-28,2,Not worth the download. Keeps crashing.,19,iPhone 13,2.88.9,UK,11.23,Games
475,TikTok,57,2023-02-10,1,Terrible! Hard to navigate and slow.,3,iPhone 12,10.290.18,France,0.0,Entertainment
476,Instagram,34,2024-04-09,1,Terrible experience. The app doesn't work properly.,13,iPhone 11,8.150.10,US,0.0,Social
477,Zoom,35,2024-05-24,2,Worst experience. Constantly crashes during meetings.,14,iPhone 14,10.28.16,India,0.0,Business
478,Instagram,31,2023-02-26,1,Terrible experience. The app doesn't work properly.,6,iPhone 13,10.34.20,UK,14.16,Social
479,Spotify,54,2023-01-20,1,Not worth it. Limited music selection.,9,iPhone 13,7.53.13,France,0.0,Music
480,WhatsApp,43,2023-09-07,5,Amazing app! Helps me stay connected with friends and family.,78,iPhone 12,5.288.0,UK,11.65,Social
481,TikTok,52,2023-05-22,1,"Decent, but needs more content.",60,iPhone X,8.280.16,France,4.3,Entertainment
482,TikTok,28,2024-06-03,4,"Good app, but the ads are annoying.",80,iPhone 12,8.0.7,US,7.42,Entertainment
483,Headspace,40,2023-04-04,3,Could be better. Some sessions don't work.,15,iPhone 14,8.192.9,France,0.0,Health
484,Headspace,38,2023-01-07,3,"Decent, but lacks variety in sessions.",47,iPhone 12,1.89.14,Australia,7.73,Health
485,Duolingo,25,2023-05-22,3,"Useful, but some content is outdated.",36,iPhone 11,1.294.16,France,5.75,Education
486,Instagram,23,2024-07-19,2,Could be better. The app crashes frequently.,31,iPhone 11,6.101.5,France,0.0,Social
487,Zoom,56,2024-02-28,4,"Good app, but has minor bugs.",57,iPhone 11,9.46.17,US,14.16,Business
488,Clash of Clans,50,2023-08-20,5,Super fun and addictive! Can't stop playing.,100,iPhone 13,10.173.4,India,11.28,Games
489,TikTok,42,2023-05-10,3,"Decent, but needs more content.",32,iPhone 12,3.114.2,UK,0.0,Entertainment
490,Instagram,27,2024-02-15,4,"Great app, but sometimes it lags.",68,iPhone 12,6.14.2,France,0.0,Social
491,Audible,23,2023-02-01,5,Amazing app for audiobooks! Huge selection.,97,iPhone 12,3.22.3,Canada,0.0,Books
492,Instagram,31,2023-03-02,3,Could be better. The app crashes frequently.,11,iPhone 13,3.274.5,US,9.44,Social
493,Candy Crush Saga,53,2023-10-04,1,Not worth the download. Keeps crashing.,8,iPhone 12,7.129.5,Germany,13.31,Games
494,Clash of Clans,29,2023-10-24,2,Too many ads interrupting the game.,39,iPhone 13,6.19.0,Australia,10.74,Games
495,Zoom,33,2023-09-15,1,Worst experience. Constantly crashes during meetings.,14,iPhone 12,8.105.16,France,10.08,Business
496,Headspace,18,2022-11-09,4,"Good, but the premium content is expensive.",67,iPhone 11,1.250.7,Canada,12.76,Health
497,Audible,38,2023-06-16,3,Amazing app for audiobooks! Huge selection.,81,iPhone X,2.235.17,Mexico,0.0,Books
498,Candy Crush Saga,44,2023-06-24,3,"Fun, but it gets repetitive after a while.",43,iPhone 12,8.108.3,India,9.09,Games
499,Clash of Clans,39,2023-01-26,3,Super fun and addictive! Can't stop playing.,78,iPhone SE,7.174.18,France,13.9,Games
500,WhatsApp,19,2024-02-03,2,"Good app, but too many ads.",52,iPhone X,6.271.0,Germany,6.91,Social
501,Clash of Clans,23,2024-04-10,3,"Fun, but it gets repetitive after a while.",30,iPhone 11,1.116.6,Germany,6.76,Games
502,Headspace,35,2023-10-12,4,"Good, but the premium content is expensive.",60,iPhone 13,5.242.16,UK,10.53,Health
503,Clash of Clans,50,2024-01-17,4,"Great game, but too many in-game purchases.",58,iPhone 11,1.151.1,US,6.68,Games
504,Candy Crush Saga,59,2023-03-07,2,Too many ads interrupting the game.,20,iPhone 14,5.141.7,Mexico,0.0,Games
505,Headspace,33,2024-04-07,5,Very helpful for meditation and mental health.,76,iPhone 11,2.51.19,Mexico,0.0,Health
506,Instagram,54,2023-06-02,4,Amazing app! Helps me stay connected with friends and family.,92,iPhone X,8.188.5,UK,0.0,Social
507,TikTok,44,2024-04-25,5,Awesome app! Best entertainment content.,90,iPhone 14,4.295.20,India,7.7,Entertainment
508,Headspace,41,2024-04-25,4,"Good, but the premium content is expensive.",75,iPhone 11,8.49.3,Germany,11.47,Health
509,WhatsApp,35,2023-04-29,2,Could be better. The app crashes frequently.,35,iPhone 11,2.33.8,UK,0.0,Social
510,Candy Crush Saga,38,2024-02-03,1,Not worth the download. Keeps crashing.,8,iPhone X,8.251.3,Mexico,7.61,Games
511,Audible,49,2024-04-06,3,"Good, but needs more features for listeners.",54,iPhone 13,8.257.18,Australia,0.0,Books
512,Clash of Clans,50,2023-02-25,1,Not worth the download. Keeps crashing.,8,iPhone 12,8.12.0,France,14.36,Games
513,Spotify,46,2024-01-10,5,"Great music collection, but needs offline mode.",53,iPhone 14,5.238.13,UK,8.26,Music
514,Headspace,57,2024-09-11,1,Not helpful at all. Content is repetitive.,14,iPhone 13,6.257.0,France,13.92,Health
515,Headspace,34,2023-06-04,3,Could be better. Some sessions don't work.,39,iPhone 13,6.155.9,Canada,9.23,Health
516,Zoom,51,2024-07-03,3,"Works fine, but the interface could be better.",57,iPhone 12,4.194.19,Australia,12.07,Business
517,Candy Crush Saga,20,2023-05-29,1,Not worth the download. Keeps crashing.,5,iPhone 12,10.104.15,Germany,0.0,Games
518,Audible,30,2022-12-14,5,Amazing app for audiobooks! Huge selection.,83,iPhone 11,8.81.15,Germany,8.92,Books
519,Duolingo,54,2023-12-16,1,Not engaging enough. Needs more updates.,14,iPhone X,6.167.9,UK,11.88,Education
520,Candy Crush Saga,21,2023-06-26,2,Too many ads interrupting the game.,30,iPhone 13,1.203.18,Germany,10.73,Games
521,Clash of Clans,28,2023-12-21,1,Not worth the download. Keeps crashing.,15,iPhone 12,8.205.3,Canada,7.81,Games
522,Duolingo,30,2024-10-03,3,"Useful, but some content is outdated.",33,iPhone 14,2.17.6,UK,0.0,Education
523,Candy Crush Saga,50,2024-01-14,3,Too many ads interrupting the game.,17,iPhone 13,1.194.4,Australia,0.0,Games
524,Instagram,22,2023-07-24,1,Terrible experience. The app doesn't work properly.,20,iPhone 12,10.192.3,Mexico,0.0,Social
525,WhatsApp,30,2023-10-07,3,"Good app, but too many ads.",47,iPhone 11,7.298.19,Mexico,12.92,Social
526,Headspace,49,2024-08-15,1,Not helpful at all. Content is repetitive.,15,iPhone 12,6.212.2,Mexico,0.0,Health
527,Instagram,37,2023-06-01,4,"Good app, but too many ads.",30,iPhone 14,9.241.20,Mexico,0.0,Social
528,Spotify,38,2023-11-03,3,"Good, but has connection issues sometimes.",41,iPhone 14,1.279.2,Australia,0.0,Music
529,Instagram,41,2024-03-21,1,Could be better. The app crashes frequently.,26,iPhone SE,9.150.3,Germany,6.77,Social
530,Candy Crush Saga,40,2024-04-08,5,Super fun and addictive! Can't stop playing.,76,iPhone 12,5.127.13,Canada,0.0,Games
531,Instagram,55,2024-10-06,3,"Good app, but too many ads.",44,iPhone 13,6.218.19,US,0.0,Social
532,Candy Crush Saga,57,2023-12-26,3,"Fun, but it gets repetitive after a while.",42,iPhone 11,10.124.19,Australia,14.57,Games
533,WhatsApp,52,2024-02-11,5,Amazing app! Helps me stay connected with friends and family.,79,iPhone 12,5.212.11,US,0.0,Social
534,Headspace,49,2023-10-15,5,Very helpful for meditation and mental health.,94,iPhone 12,2.90.13,Australia,0.0,Health
535,WhatsApp,32,2023-12-25,2,"Good app, but too many ads.",36,iPhone X,9.3.7,Mexico,6.86,Social
536,Clash of Clans,49,2023-01-28,1,Not worth the download. Keeps crashing.,10,iPhone SE,3.253.18,UK,15.28,Games
537,Duolingo,55,2024-01-28,4,"Good educational app, but can be improved.",61,iPhone 11,2.137.16,Germany,0.0,Education
538,Spotify,24,2022-12-14,2,Not worth it. Limited music selection.,10,iPhone 14,2.19.8,Australia,0.0,Music
539,Candy Crush Saga,41,2022-12-01,2,Not worth the download. Keeps crashing.,14,iPhone 13,7.98.5,Australia,0.0,Games
540,Instagram,41,2024-08-03,1,Terrible experience. The app doesn't work properly.,4,iPhone 12,2.259.0,UK,11.01,Social
541,Candy Crush Saga,49,2024-01-24,1,"Fun, but it gets repetitive after a while.",43,iPhone X,4.41.13,India,8.01,Games
542,Candy Crush Saga,37,2024-03-28,4,"Great game, but too many in-game purchases.",51,iPhone 13,3.12.12,Germany,13.9,Games
543,Instagram,45,2023-12-11,1,Terrible experience. The app doesn't work properly.,15,iPhone 14,4.297.3,Canada,0.0,Social
544,Spotify,47,2023-12-08,1,"The app is okay, but it crashes often.",19,iPhone X,4.154.12,France,0.0,Music
545,Instagram,37,2022-12-21,3,"Good app, but too many ads.",55,iPhone SE,10.154.9,Mexico,8.93,Social
546,Instagram,39,2024-07-01,5,Amazing app! Helps me stay connected with friends and family.,99,iPhone 13,8.230.3,India,0.0,Social
547,TikTok,25,2024-06-15,3,"Decent, but needs more content.",40,iPhone 11,6.3.7,Canada,5.03,Entertainment
548,Candy Crush Saga,60,2024-04-17,4,"Great game, but too many in-game purchases.",64,iPhone 11,4.300.7,India,18.97,Games
549,Headspace,35,2023-10-18,2,Could be better. Some sessions don't work.,21,iPhone X,8.69.4,Germany,5.47,Health
550,Duolingo,46,2022-11-12,2,Not engaging enough. Needs more updates.,26,iPhone 14,10.257.3,UK,0.0,Education
551,Zoom,23,2024-04-21,2,Worst experience. Constantly crashes during meetings.,4,iPhone 14,6.96.18,Canada,12.84,Business
552,Spotify,18,2024-02-15,5,Love the app! Best place for music.,79,iPhone 13,4.35.12,Mexico,10.06,Music
553,Instagram,19,2022-11-16,5,Amazing app! Helps me stay connected with friends and family.,95,iPhone 13,6.134.5,India,0.0,Social
554,WhatsApp,47,2023-10-08,5,"Great app, but sometimes it lags.",66,iPhone 13,1.231.5,Canada,0.0,Social
555,Audible,54,2023-06-08,4,"Great app, but it's a bit pricey.",53,iPhone 13,9.187.9,France,0.0,Books
556,Instagram,46,2022-12-07,4,"Great app, but sometimes it lags.",72,iPhone X,1.88.7,India,0.0,Social
557,Zoom,36,2023-08-17,4,"Good app, but has minor bugs.",52,iPhone 14,7.236.17,Canada,0.0,Business
558,WhatsApp,35,2024-07-16,5,Amazing app! Helps me stay connected with friends and family.,87,iPhone 11,8.94.9,Australia,8.44,Social
559,Instagram,30,2024-04-30,2,Terrible experience. The app doesn't work properly.,10,iPhone 14,9.198.8,Australia,0.0,Social
560,Audible,21,2023-09-16,4,"Great app, but it's a bit pricey.",55,iPhone SE,10.272.17,Mexico,0.0,Books
561,Duolingo,52,2022-12-05,5,Excellent for learning new skills!,95,iPhone 14,3.31.10,US,0.0,Education
562,Candy Crush Saga,40,2024-03-23,2,Too many ads interrupting the game.,15,iPhone 11,7.73.0,France,9.22,Games
563,WhatsApp,37,2023-02-10,1,Terrible experience. The app doesn't work properly.,19,iPhone SE,7.123.11,US,0.0,Social
564,Zoom,21,2024-08-09,5,Perfect for remote meetings! Stable and reliable.,82,iPhone 12,10.154.9,Australia,0.0,Business
565,Instagram,55,2023-03-02,2,Could be better. The app crashes frequently.,18,iPhone 11,9.88.16,Germany,0.0,Social
566,Instagram,34,2023-04-26,4,"Great app, but sometimes it lags.",61,iPhone SE,1.179.1,Canada,12.35,Social
567,Zoom,58,2024-06-09,3,"Works fine, but the interface could be better.",38,iPhone SE,3.161.7,Mexico,0.0,Business
568,Duolingo,27,2022-10-10,2,Disappointing. Hard to follow and buggy.,8,iPhone 13,6.282.15,Germany,0.0,Education
569,Duolingo,45,2023-12-22,2,"Good educational app, but can be improved.",80,iPhone X,3.56.17,Germany,0.0,Education
570,Zoom,27,2024-02-08,3,Perfect for remote meetings! Stable and reliable.,95,iPhone X,1.251.13,France,0.0,Business
571,Instagram,18,2023-12-18,1,Terrible experience. The app doesn't work properly.,16,iPhone SE,5.218.15,India,6.14,Social
572,Headspace,54,2023-06-14,3,"Decent, but lacks variety in sessions.",34,iPhone 13,8.86.15,Australia,0.0,Health
573,Candy Crush Saga,34,2023-10-04,2,Too many ads interrupting the game.,19,iPhone 11,5.290.16,UK,10.29,Games
574,Headspace,38,2023-07-24,2,Could be better. Some sessions don't work.,12,iPhone SE,9.111.9,UK,0.0,Health
575,Headspace,54,2024-03-17,2,"Good, but the premium content is expensive.",75,iPhone X,4.22.13,Mexico,0.0,Health
576,TikTok,38,2024-01-04,3,"Decent, but needs more content.",50,iPhone 11,3.300.6,Canada,0.0,Entertainment
577,WhatsApp,38,2023-11-15,4,"Great app, but sometimes it lags.",68,iPhone 13,9.55.18,US,0.0,Social
578,WhatsApp,33,2023-01-07,5,Amazing app! Helps me stay connected with friends and family.,81,iPhone 14,7.26.18,Germany,6.36,Social
579,Spotify,35,2024-01-28,2,"The app is okay, but it crashes often.",20,iPhone 13,10.63.12,India,0.0,Music
580,Clash of Clans,42,2023-05-14,3,"Fun, but it gets repetitive after a while.",34,iPhone 12,2.100.16,France,16.0,Games
581,TikTok,51,2024-06-29,4,"Decent, but needs more content.",49,iPhone 13,7.209.3,India,0.0,Entertainment
582,Instagram,38,2022-11-28,4,"Good app, but too many ads.",42,iPhone 13,1.162.4,UK,11.51,Social
583,Clash of Clans,20,2023-03-25,3,"Great game, but too many in-game purchases.",80,iPhone SE,4.273.12,US,10.51,Games
584,WhatsApp,44,2024-09-26,1,Could be better. The app crashes frequently.,34,iPhone SE,4.200.11,UK,0.0,Social
585,WhatsApp,40,2023-05-04,5,Amazing app! Helps me stay connected with friends and family.,88,iPhone 12,6.137.12,UK,0.0,Social
586,TikTok,29,2023-08-12,4,Awesome app! Best entertainment content.,92,iPhone X,3.192.6,Mexico,4.45,Entertainment
587,Instagram,27,2024-09-08,1,Could be better. The app crashes frequently.,12,iPhone X,10.143.10,Australia,8.08,Social
588,Spotify,41,2023-05-31,5,Love the app! Best place for music.,85,iPhone 13,4.79.6,France,14.48,Music
589,Candy Crush Saga,36,2024-10-02,2,Too many ads interrupting the game.,32,iPhone 11,3.73.12,Australia,0.0,Games
590,Clash of Clans,50,2024-08-16,3,Super fun and addictive! Can't stop playing.,71,iPhone X,7.201.12,US,5.2,Games
591,Zoom,30,2022-11-17,1,Worst experience. Constantly crashes during meetings.,2,iPhone SE,3.64.17,US,8.08,Business
592,Headspace,42,2023-03-20,2,"Good, but the premium content is expensive.",69,iPhone SE,9.93.5,Canada,0.0,Health
593,Candy Crush Saga,49,2023-12-24,2,Too many ads interrupting the game.,34,iPhone 12,6.240.13,UK,0.0,Games
594,Instagram,31,2023-11-21,3,Could be better. The app crashes frequently.,36,iPhone 13,2.204.5,Germany,0.0,Social
595,Clash of Clans,22,2024-01-21,3,"Great game, but too many in-game purchases.",61,iPhone X,3.93.1,Germany,18.03,Games
596,Duolingo,59,2023-01-23,3,"Useful, but some content is outdated.",50,iPhone 12,10.131.14,Mexico,0.0,Education
597,Candy Crush Saga,30,2023-05-04,3,"Fun, but it gets repetitive after a while.",47,iPhone 11,8.243.0,US,0.0,Games
598,Audible,38,2023-08-23,1,"It's okay, but some audiobooks won't play.",39,iPhone X,1.102.1,Mexico,10.7,Books
599,Spotify,42,2022-12-20,5,"Great music collection, but needs offline mode.",68,iPhone 14,7.14.14,Australia,0.0,Music
600,Instagram,45,2023-06-20,3,Could be better. The app crashes frequently.,16,iPhone 13,10.276.4,Canada,5.04,Social
601,Clash of Clans,42,2023-02-27,5,"Great game, but too many in-game purchases.",52,iPhone 13,1.155.7,US,0.0,Games
602,Headspace,32,2023-10-22,1,Not helpful at all. Content is repetitive.,19,iPhone 11,10.100.15,Mexico,0.0,Health
603,Spotify,55,2024-08-07,3,"Great music collection, but needs offline mode.",79,iPhone SE,9.247.10,UK,11.93,Music
604,WhatsApp,38,2022-10-29,1,Terrible experience. The app doesn't work properly.,19,iPhone SE,4.283.11,Mexico,0.0,Social
605,Instagram,24,2024-07-02,4,"Great app, but sometimes it lags.",61,iPhone 14,2.48.16,UK,0.0,Social
606,Duolingo,57,2024-08-09,3,"Useful, but some content is outdated.",59,iPhone X,8.70.18,Germany,0.0,Education
607,WhatsApp,37,2022-12-12,3,"Good app, but too many ads.",47,iPhone 11,3.231.1,UK,14.31,Social
608,Headspace,44,2024-01-20,4,"Decent, but lacks variety in sessions.",45,iPhone 14,4.11.5,India,0.0,Health
609,Zoom,46,2024-05-10,3,"Works fine, but the interface could be better.",53,iPhone X,9.117.13,US,0.0,Business
610,Candy Crush Saga,46,2024-01-04,4,"Great game, but too many in-game purchases.",61,iPhone SE,8.193.5,France,13.84,Games
611,Spotify,41,2022-10-18,5,Love the app! Best place for music.,83,iPhone 14,8.207.1,France,7.34,Music
612,Headspace,54,2024-03-29,3,Very helpful for meditation and mental health.,93,iPhone SE,5.202.14,India,0.0,Health
613,Candy Crush Saga,32,2024-03-26,1,Not worth the download. Keeps crashing.,17,iPhone 12,4.1.18,Australia,0.0,Games
614,WhatsApp,36,2022-10-25,3,"Good app, but too many ads.",51,iPhone 11,8.122.8,Australia,7.05,Social
615,Clash of Clans,52,2023-10-03,2,Too many ads interrupting the game.,12,iPhone 13,3.164.19,Canada,6.65,Games
616,Instagram,29,2023-09-13,1,Terrible experience. The app doesn't work properly.,11,iPhone 12,3.42.13,Australia,9.41,Social
617,Duolingo,55,2024-02-28,1,Disappointing. Hard to follow and buggy.,5,iPhone SE,1.264.20,Mexico,0.0,Education
618,WhatsApp,38,2023-05-10,3,"Great app, but sometimes it lags.",60,iPhone SE,6.153.6,Canada,0.0,Social
619,Instagram,46,2023-08-13,3,"Good app, but too many ads.",35,iPhone X,1.174.12,Canada,12.85,Social
620,Headspace,43,2023-05-11,5,Very helpful for meditation and mental health.,95,iPhone 14,8.160.13,Mexico,0.0,Health
621,Spotify,34,2024-09-06,2,"The app is okay, but it crashes often.",17,iPhone 11,7.286.1,India,13.0,Music
622,WhatsApp,44,2023-02-25,1,Terrible experience. The app doesn't work properly.,16,iPhone 13,3.188.4,France,0.0,Social
623,WhatsApp,42,2022-11-23,2,Could be better. The app crashes frequently.,20,iPhone 13,7.210.1,US,12.96,Social
624,Zoom,47,2023-11-16,5,Perfect for remote meetings! Stable and reliable.,71,iPhone 14,4.190.10,US,0.0,Business
625,Spotify,27,2023-09-19,1,"The app is okay, but it crashes often.",21,iPhone SE,2.100.16,US,0.0,Music
626,TikTok,52,2024-08-21,4,"Good app, but the ads are annoying.",70,iPhone 11,1.281.1,India,8.96,Entertainment
627,Clash of Clans,33,2023-10-10,3,"Fun, but it gets repetitive after a while.",49,iPhone X,4.135.20,US,15.45,Games
628,TikTok,49,2024-04-01,3,"Decent, but needs more content.",36,iPhone 12,4.174.15,Canada,0.0,Entertainment
629,Instagram,25,2024-06-24,1,Terrible experience. The app doesn't work properly.,10,iPhone SE,6.91.6,US,0.0,Social
630,Headspace,28,2023-01-06,1,Not helpful at all. Content is repetitive.,11,iPhone 14,2.50.20,UK,10.64,Health
631,TikTok,21,2023-02-10,5,Awesome app! Best entertainment content.,74,iPhone 11,5.18.17,Australia,9.05,Entertainment
632,Clash of Clans,57,2023-11-08,5,Super fun and addictive! Can't stop playing.,89,iPhone 11,10.292.4,France,8.64,Games
633,Duolingo,48,2023-07-02,1,Disappointing. Hard to follow and buggy.,10,iPhone SE,10.257.14,Mexico,7.93,Education
634,Candy Crush Saga,32,2023-09-23,2,Too many ads interrupting the game.,39,iPhone 12,6.88.14,Australia,0.0,Games
635,Candy Crush Saga,50,2023-03-02,5,Super fun and addictive! Can't stop playing.,74,iPhone 13,8.88.20,Canada,0.0,Games
636,Instagram,47,2023-02-23,1,Terrible experience. The app doesn't work properly.,1,iPhone 11,10.169.2,France,0.0,Social
637,Spotify,49,2023-07-01,4,"Great music collection, but needs offline mode.",54,iPhone 11,4.192.17,India,12.98,Music
638,Instagram,23,2023-05-05,1,Terrible experience. The app doesn't work properly.,3,iPhone 11,5.5.11,Germany,0.0,Social
639,Instagram,54,2024-05-05,4,"Good app, but too many ads.",41,iPhone 14,2.256.5,UK,10.17,Social
640,Headspace,47,2022-11-18,4,"Good, but the premium content is expensive.",70,iPhone 14,1.115.20,Germany,0.0,Health
641,WhatsApp,37,2023-12-24,1,Terrible experience. The app doesn't work properly.,5,iPhone 12,7.189.1,UK,0.0,Social
642,Zoom,58,2023-02-13,5,Perfect for remote meetings! Stable and reliable.,87,iPhone 11,8.55.20,Canada,0.0,Business
643,Candy Crush Saga,37,2022-12-22,2,"Great game, but too many in-game purchases.",76,iPhone SE,9.205.0,US,12.27,Games
644,Clash of Clans,20,2023-12-31,1,"Fun, but it gets repetitive after a while.",51,iPhone SE,8.270.17,India,6.57,Games
645,Duolingo,27,2024-03-19,1,Disappointing. Hard to follow and buggy.,13,iPhone X,9.217.19,US,0.0,Education
646,WhatsApp,37,2023-06-07,2,Could be better. The app crashes frequently.,27,iPhone 12,2.136.12,Australia,14.15,Social
647,WhatsApp,54,2022-11-13,4,Amazing app! Helps me stay connected with friends and family.,100,iPhone SE,4.116.9,India,0.0,Social
648,Instagram,50,2023-06-12,4,"Good app, but too many ads.",30,iPhone 13,5.212.15,Australia,0.0,Social
649,Audible,26,2024-05-12,2,"It's okay, but some audiobooks won't play.",16,iPhone SE,6.156.0,Australia,8.01,Books
650,Zoom,56,2023-03-11,2,Keeps disconnecting during calls.,14,iPhone 12,5.296.1,Mexico,7.17,Business
651,Spotify,60,2022-12-08,3,"Good, but has connection issues sometimes.",33,iPhone 12,7.286.5,India,0.0,Music
652,Candy Crush Saga,31,2022-12-25,1,Not worth the download. Keeps crashing.,17,iPhone X,10.27.17,India,9.17,Games
653,Spotify,18,2023-12-12,2,"The app is okay, but it crashes often.",10,iPhone 14,10.273.8,Mexico,14.1,Music
654,Candy Crush Saga,23,2022-10-23,3,"Fun, but it gets repetitive after a while.",54,iPhone 13,10.221.8,Germany,0.0,Games
655,Audible,19,2023-05-07,1,Terrible. Very limited selection of books.,20,iPhone X,8.271.13,Canada,12.1,Books
656,WhatsApp,25,2024-05-13,3,Amazing app! Helps me stay connected with friends and family.,85,iPhone SE,3.283.2,Australia,0.0,Social
657,Duolingo,43,2023-03-09,3,"Useful, but some content is outdated.",59,iPhone X,3.23.1,US,0.0,Education
658,Headspace,37,2024-10-01,3,"Decent, but lacks variety in sessions.",59,iPhone SE,6.89.7,India,9.51,Health
659,Duolingo,18,2024-01-16,4,"Good educational app, but can be improved.",75,iPhone 14,6.113.5,UK,0.0,Education
660,Spotify,34,2023-08-29,1,Not worth it. Limited music selection.,10,iPhone SE,8.135.7,Germany,11.24,Music
661,Audible,49,2024-05-08,4,"Great app, but it's a bit pricey.",78,iPhone 11,3.101.19,Germany,0.0,Books
662,Duolingo,53,2023-04-01,2,Not engaging enough. Needs more updates.,17,iPhone 12,1.130.11,Germany,0.0,Education
663,Headspace,40,2023-05-27,1,Not helpful at all. Content is repetitive.,15,iPhone X,7.156.7,US,0.0,Health
664,Instagram,49,2023-08-18,2,Could be better. The app crashes frequently.,11,iPhone SE,9.151.7,France,0.0,Social
665,Instagram,34,2023-05-07,4,"Great app, but sometimes it lags.",77,iPhone 14,8.92.10,Canada,0.0,Social
666,Instagram,54,2023-03-09,2,Terrible experience. The app doesn't work properly.,13,iPhone 13,7.243.12,Mexico,0.0,Social
667,Candy Crush Saga,31,2024-02-18,4,"Great game, but too many in-game purchases.",72,iPhone 14,3.116.3,France,7.3,Games
668,Candy Crush Saga,24,2024-08-08,2,Not worth the download. Keeps crashing.,12,iPhone 13,4.169.7,Australia,17.8,Games
669,Duolingo,47,2023-08-21,5,Excellent for learning new skills!,74,iPhone 13,8.121.9,India,10.54,Education
670,Instagram,29,2023-09-09,2,Terrible experience. The app doesn't work properly.,0,iPhone 13,6.44.8,India,0.0,Social
671,Instagram,45,2024-01-21,5,"Great app, but sometimes it lags.",50,iPhone 13,5.56.14,Mexico,0.0,Social
672,Spotify,48,2024-05-14,1,Not worth it. Limited music selection.,0,iPhone 12,7.246.1,India,8.21,Music
673,Candy Crush Saga,37,2023-08-20,2,Too many ads interrupting the game.,19,iPhone 12,7.103.16,Mexico,5.79,Games
674,Spotify,42,2023-08-23,2,"The app is okay, but it crashes often.",11,iPhone 13,5.228.3,Germany,0.0,Music
675,WhatsApp,43,2024-06-13,3,Could be better. The app crashes frequently.,14,iPhone 13,4.218.20,UK,8.98,Social
676,Instagram,47,2023-11-18,1,Terrible experience. The app doesn't work properly.,9,iPhone 12,10.193.3,Canada,8.34,Social
677,TikTok,35,2023-06-17,1,Terrible! Hard to navigate and slow.,16,iPhone 12,6.58.6,US,0.0,Entertainment
678,Clash of Clans,49,2024-03-22,5,Super fun and addictive! Can't stop playing.,72,iPhone 14,10.126.0,Germany,14.94,Games
679,Instagram,34,2024-02-13,1,Could be better. The app crashes frequently.,37,iPhone X,7.296.16,India,6.43,Social
680,Zoom,41,2024-03-13,4,Perfect for remote meetings! Stable and reliable.,76,iPhone SE,10.193.4,India,0.0,Business
681,Duolingo,26,2024-07-01,1,Disappointing. Hard to follow and buggy.,0,iPhone 12,1.273.5,US,5.1,Education
682,TikTok,58,2022-12-22,1,Terrible! Hard to navigate and slow.,15,iPhone 12,8.216.13,Mexico,0.0,Entertainment
683,Zoom,37,2024-02-23,1,Worst experience. Constantly crashes during meetings.,14,iPhone 11,1.45.0,Germany,11.35,Business
684,TikTok,50,2023-12-14,3,Awesome app! Best entertainment content.,74,iPhone X,10.294.12,Canada,4.93,Entertainment
685,Candy Crush Saga,56,2023-05-28,5,Super fun and addictive! Can't stop playing.,96,iPhone 12,8.115.10,Germany,0.0,Games
686,Candy Crush Saga,54,2023-06-05,3,"Fun, but it gets repetitive after a while.",41,iPhone 12,3.66.14,Australia,0.0,Games
687,Headspace,27,2023-04-09,5,Very helpful for meditation and mental health.,86,iPhone 11,9.93.18,India,0.0,Health
688,Duolingo,59,2024-02-20,4,Excellent for learning new skills!,94,iPhone SE,8.237.20,Australia,7.12,Education
689,Clash of Clans,31,2023-09-05,3,Too many ads interrupting the game.,38,iPhone 13,8.293.0,Germany,0.0,Games
690,Zoom,50,2023-01-14,1,Worst experience. Constantly crashes during meetings.,6,iPhone 13,8.127.6,US,0.0,Business
